time,apparentTemperatureHigh,apparentTemperatureLow,apparentTemperatureMax,apparentTemperatureMin,cloudCover,dewPoint,humidity,moonPhase,precipIntensity,precipIntensityMax,precipProbability,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMax,temperatureMin,uvIndex,visibility,windBearing,windGust,windSpeed
05-09-2018,82.228,56.544000000000004,82.228,59.70400000000001,0.11600000000000002,50.998000000000005,0.5319999999999999,0.8,0.0,0.0,0.0,1014.392,1525870701.8,1525921014.8,82.228,56.544000000000004,82.228,59.70400000000001,10.0,8.764000000000001,252.2,11.458,2.9819999999999998
05-10-2016,82.09599999999999,59.25,82.09599999999999,58.048,0.20800000000000002,50.638,0.5640000000000001,0.15,0.0,0.0,0.0,1013.278,1462885019.6,1462935493.2,82.09599999999999,59.25,82.09599999999999,58.048,10.0,8.77,306.4,11.926,2.3659999999999997
05-10-2017,76.92800000000001,56.028,76.92800000000001,58.06400000000001,0.21000000000000002,50.86,0.576,0.51,0.0,0.0,0.0,1013.902,1494421033.0,1494471480.4,76.92800000000001,56.028,76.92800000000001,58.06400000000001,9.2,9.004000000000001,246.0,12.407999999999998,2.73
05-10-2018,81.37599999999999,57.476,81.37599999999999,56.544000000000004,0.158,48.75,0.532,0.8400000000000001,0.0,0.0,0.0,1011.7279999999998,1525957046.2,1526007468.0,81.37599999999999,57.476,81.37599999999999,56.544000000000004,9.8,9.053999999999998,275.8,12.453999999999999,2.572
05-11-2016,86.266,60.248000000000005,86.266,59.25,0.184,50.044,0.506,0.18,0.0,0.0,0.0,1014.2239999999999,1462971366.2,1463021945.6,86.266,60.248000000000005,86.266,59.25,9.6,8.662,299.8,9.065999999999999,1.67
05-11-2017,75.106,54.129999999999995,75.106,55.970000000000006,0.254,50.938,0.6199999999999999,0.53,8e-05,0.0013,0.05,1018.0600000000001,1494507379.2,1494557933.0,75.106,54.129999999999995,75.106,55.970000000000006,9.4,9.062,264.2,13.02,3.2340000000000004
05-11-2018,77.29400000000001,56.588,77.29400000000001,57.306,0.22199999999999998,44.040000000000006,0.47400000000000003,0.8699999999999999,0.0,0.0,0.0,1009.2759999999998,1526043392.2,1526093920.4,77.29400000000001,56.588,77.29400000000001,57.306,9.2,9.124,297.6,18.068,4.942
05-12-2016,88.582,60.81,88.582,60.212,0.16199999999999998,52.129999999999995,0.5119999999999999,0.22000000000000003,0.0,0.0,0.0,1014.156,1463057714.4,1463108397.8,88.582,60.81,88.582,60.212,9.8,8.626000000000001,275.2,9.132,1.3980000000000001
05-12-2017,68.486,48.098,69.358,53.239999999999995,0.502,43.286,0.5640000000000001,0.56,0.0,0.0,0.0,1017.3279999999999,1494593726.8,1494644385.2,68.486,48.708000000000006,69.358,53.239999999999995,6.8,8.848,285.0,13.604,3.652
05-12-2018,77.94,55.477999999999994,77.94,56.588,0.22399999999999998,42.698,0.442,0.9,2e-05,0.00011999999999999999,0.028000000000000004,1010.552,1526129739.6,1526180373.0,77.94,55.477999999999994,77.94,56.588,9.2,9.328,292.2,13.559999999999999,2.3360000000000003
05-13-2016,85.34400000000001,56.803999999999995,85.34400000000001,60.81,0.162,52.215999999999994,0.53,0.25,0.0,0.0,0.0,1012.7719999999999,1463144064.0,1463194849.6,85.34400000000001,56.803999999999995,85.34400000000001,60.81,10.0,8.706,241.0,13.024000000000001,2.8840000000000003
05-13-2017,70.12,49.096,70.12,48.098,0.146,39.32,0.508,0.59,0.0,0.0,0.0,1015.184,1494680076.0,1494730837.2,70.12,49.518,70.12,48.708000000000006,10.2,9.09,289.4,13.13,3.046
05-13-2018,77.50800000000001,54.956,77.50800000000001,55.477999999999994,0.13,47.592,0.536,0.9399999999999998,0.0,0.0,0.0,1013.382,1526216088.4,1526266825.0,77.50800000000001,54.956,77.50800000000001,55.477999999999994,9.8,9.437999999999999,249.2,13.294,2.802
05-14-2016,74.61399999999999,56.81,74.61399999999999,56.786,0.33999999999999997,49.763999999999996,0.584,0.28,2e-05,0.0004,0.026000000000000002,1014.3859999999999,1463230414.8,1463281301.2,74.61399999999999,56.81,74.61399999999999,56.786,8.6,8.792,248.0,11.424000000000001,3.3980000000000006
05-14-2017,71.79799999999999,51.67999999999999,71.79799999999999,49.096,0.16399999999999998,40.378,0.504,0.62,0.0,0.0,0.0,1011.458,1494766426.8,1494817288.6,71.79799999999999,51.67999999999999,71.79799999999999,49.518,10.0,8.937999999999999,272.0,12.38,2.7880000000000003
05-14-2018,78.554,56.55,78.554,54.956,0.148,49.518,0.5740000000000001,0.97,0.0,0.0,0.0,1012.9399999999999,1526302438.8,1526353276.4,78.554,56.55,78.554,54.956,10.0,9.580000000000002,251.4,12.174000000000001,2.9
05-15-2016,78.25399999999999,57.739999999999995,78.25399999999999,56.81,0.278,50.202000000000005,0.576,0.31,0.0,0.0,0.0,1012.742,1463316767.0,1463367752.2,78.25399999999999,57.739999999999995,78.25399999999999,56.81,9.2,8.862,283.2,12.586000000000002,3.4540000000000006
